id,name,category,priority,maturity,phase,module,module_evidence,intelligence_layer,v4_action,id_policy
PRV-004,KTO Tourism Discovery Adapter,Provider Adapter,P0,IMPLEMENTED_FOUNDATION,Wave PROVIDER-0,provider/kto-discovery-adapter.js,prototype/js/earthus2/v09/provider/kto-discovery-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PRV-005,Korea Marine Water Quality Adapter,Provider Adapter,P1,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/korea-marine-water-quality-adapter.js,prototype/js/earthus2/v09/provider/korea-marine-water-quality-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PRV-006,Copernicus Ocean Colour Adapter,Provider Adapter,P1,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/copernicus-ocean-colour-adapter.js,prototype/js/earthus2/v09/provider/copernicus-ocean-colour-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PRV-007,Sentinel-1 Oil Slick Candidate Adapter,Provider Adapter,P1,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/sentinel1-oil-slick-adapter.js,prototype/js/earthus2/v09/provider/sentinel1-oil-slick-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PRV-008,EPA Toxic Release & Contaminated Site Adapter,Provider Adapter,P1,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/epa-contamination-adapter.js,prototype/js/earthus2/v09/provider/epa-contamination-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PRV-009,EEA Industrial Emissions Adapter,Provider Adapter,P1,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/eea-industrial-emissions-adapter.js,prototype/js/earthus2/v09/provider/eea-industrial-emissions-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PRV-010,NASA EMIT Plume Adapter,Provider Adapter,P1,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/emit-plume-adapter.js,prototype/js/earthus2/v09/provider/emit-plume-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PRV-011,Public Action Feed Adapter,Provider Adapter,P0,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/public-action-feed-adapter.js,prototype/js/earthus2/v09/provider/public-action-feed-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
PRV-012,Governed News Feed Adapter,Provider Adapter,P0,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/news-feed-adapter.js,prototype/js/earthus2/v09/provider/news-feed-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
NTF-001,Push Token Lifecycle Engine,Notification/Backend,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,notification/token-lifecycle.js,prototype/js/earthus2/v10/notification/token-lifecycle.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
NTF-002,Consent & Channel Preference Engine,Notification/Backend,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,notification/consent-preference.js,prototype/js/earthus2/v10/notification/consent-preference.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
NTF-003,Notification Delivery Receipt Engine,Notification/Backend,P1,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,notification/delivery-receipt.js,prototype/js/earthus2/v10/notification/delivery-receipt.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
NTF-004,Notification Fatigue & Cooldown Engine,Notification/Backend,P1,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,notification/fatigue.js,prototype/js/earthus2/v10/notification/fatigue.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
NTF-005,Watch Trigger Evaluation Engine,Notification/Backend,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,notification/watch-trigger.js,prototype/js/earthus2/v10/notification/watch-trigger.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-020,Production Incident State Machine,Operations,P1,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,ops/incident-state-machine.js,prototype/js/earthus2/v10/ops/incident-state-machine.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-021,SLO & Error Budget Engine,Operations,P1,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,ops/slo-error-budget.js,prototype/js/earthus2/v10/ops/slo-error-budget.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
OPS-022,Degraded Mode Control Plane,Operations,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,ops/degraded-mode.js,prototype/js/earthus2/v10/ops/degraded-mode.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
REL-001,Feature Flag & Canary Release Engine,Release,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,release/feature-flag-canary.js,prototype/js/earthus2/v10/release/feature-flag-canary.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
REL-002,Release Evidence Gate,Release,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,release/release-evidence-gate.js,prototype/js/earthus2/v10/release/release-evidence-gate.js,OPS_GOVERNANCE,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-030,Backend Health Aggregation Engine,Backend/Operations,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,backend/health-aggregation.js,prototype/js/earthus2/v10/backend/health-aggregation.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
BCK-031,Provider Failover Router,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,backend/provider-failover-router.js,prototype/js/earthus2/v10/backend/provider-failover-router.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID
